,LABEL,COMMENT,comclean,cleaned,sen_len1,sen_len2,sen_len3,tokens
2425,HM,Modiji des ke liye kam karta he har janta Modi ne Sahi pm mane chhe...,Modiji des ke liye kam karta he har janta Modi ne Sahi pm mane chhe,Modiji des ke liye kam karta he har janta Modi ne Sahi pm mane chhe,70,67,67,"['modiji', 'des', 'ke', 'liye', 'kam', 'karta', 'he', 'har', 'janta', 'modi', 'ne', 'sahi', 'pm', 'mane', 'chhe']"
2430,HM,Hadha lagakrto dhe kho,Hadha lagakrto dhe kho,Hadha lagakrto dhe kho,22,22,22,"['hadha', 'lagakrto', 'dhe', 'kho']"
2445,HM,Indiragandhi.rajivgandhi LA game ho gaya to modi kis khat ki muli hay modi koi bhagvan nahi karm Karo fal ki asha mat rakhyo,Indiragandhirajivgandhi LA game ho gaya to modi kis khat ki muli hay modi koi bhagvan nahi karm Karo fal ki asha mat rakhyo,Indiragandhirajivgandhi LA game ho gaya to modi kis khat ki muli hay modi koi bhagvan nahi karm Karo fal ki asha mat rakhyo,124,123,123,"['indiragandhirajivgandhi', 'la', 'game', 'ho', 'gaya', 'to', 'modi', 'kis', 'khat', 'ki', 'muli', 'hay', 'modi', 'koi', 'bhagvan', 'nahi', 'karm', 'karo', 'fal', 'ki', 'asha', 'mat', 'rakhyo']"
2523,HM,Himesh Reshammiya ko Gujarati language aati hai mujhe aaj Pata Chala .....😱😱😱,Himesh Reshammiya ko Gujarati language aati hai mujhe aaj Pata Chala 😱😱😱,Himesh Reshammiya ko Gujarati language aati hai mujhe aaj Pata Chala ,77,72,69,"['himesh', 'reshammiya', 'ko', 'gujarati', 'language', 'aati', 'hai', 'mujhe', 'aaj', 'pata', 'chala', '']"
2570,HM,nhai hath ki axcent dena jaruri hai kya,nhai hath ki axcent dena jaruri hai kya,nhai hath ki axcent dena jaruri hai kya,39,39,39,"['nhai', 'hath', 'ki', 'axcent', 'dena', 'jaruri', 'hai', 'kya']"
2630,HM,Kyaa bat hai dada kyaa gajab gujraati bolte ho,Kyaa bat hai dada kyaa gajab gujraati bolte ho,Kyaa bat hai dada kyaa gajab gujraati bolte ho,46,46,46,"['kyaa', 'bat', 'hai', 'dada', 'kyaa', 'gajab', 'gujraati', 'bolte', 'ho']"
2723,HM,"bhai hath kitna bhi hilao hawe mein , surr lag nahi laag rahe hai",bhai hath kitna bhi hilao hawe mein  surr lag nahi laag rahe hai,bhai hath kitna bhi hilao hawe mein  surr lag nahi laag rahe hai,65,64,64,"['bhai', 'hath', 'kitna', 'bhi', 'hilao', 'hawe', 'mein', 'surr', 'lag', 'nahi', 'laag', 'rahe', 'hai']"
2740,HM,Himesh Bhai maja Aagayaa apki gujrati langvej me,Himesh Bhai maja Aagayaa apki gujrati langvej me,Himesh Bhai maja Aagayaa apki gujrati langvej me,48,48,48,"['himesh', 'bhai', 'maja', 'aagayaa', 'apki', 'gujrati', 'langvej', 'me']"
2741,HM,muje pata nai tha apko gujrati aati he,muje pata nai tha apko gujrati aati he,muje pata nai tha apko gujrati aati he,38,38,38,"['muje', 'pata', 'nai', 'tha', 'apko', 'gujrati', 'aati', 'he']"
2828,HM,Sir aapko Gujarati ati h to kabhi bola kro,Sir aapko Gujarati ati h to kabhi bola kro,Sir aapko Gujarati ati h to kabhi bola kro,42,42,42,"['sir', 'aapko', 'gujarati', 'ati', 'h', 'to', 'kabhi', 'bola', 'kro']"
2902,HM,Aap gujrati bhut achi bol lete ho himesh ji,Aap gujrati bhut achi bol lete ho himesh ji,Aap gujrati bhut achi bol lete ho himesh ji,43,43,43,"['aap', 'gujrati', 'bhut', 'achi', 'bol', 'lete', 'ho', 'himesh', 'ji']"
2912,HM,Gujrati me ek song bnao,Gujrati me ek song bnao,Gujrati me ek song bnao,23,23,23,"['gujrati', 'me', 'ek', 'song', 'bnao']"
2914,HM,E apna bhai ala re  ,E apna bhai ala re  ,E apna bhai ala re  ,20,20,20,"['e', 'apna', 'bhai', 'ala', 're', '']"
2950,HM,sar aapko gujrati aavlese achhu visvas nahi hota sar,sar aapko gujrati aavlese achhu visvas nahi hota sar,sar aapko gujrati aavlese achhu visvas nahi hota sar,52,52,52,"['sar', 'aapko', 'gujrati', 'aavlese', 'achhu', 'visvas', 'nahi', 'hota', 'sar']"
2980,HM,sab jagah Gujarati hai🏆🏆 ,sab jagah Gujarati hai🏆🏆 ,sab jagah Gujarati hai ,25,25,23,"['sab', 'jagah', 'gujarati', 'hai', '']"
2995,HM,6:20 - 6:50 ye kounsi ethnicity hai ... ,620  650 ye kounsi ethnicity hai  ,620  650 ye kounsi ethnicity hai  ,40,34,34,"['620', '650', 'ye', 'kounsi', 'ethnicity', 'hai', '']"
3024,HM,Aap press reporter ager ye kaam karsakte ho to fir police q Nahi ????,Aap press reporter ager ye kaam karsakte ho to fir police q Nahi ,Aap press reporter ager ye kaam karsakte ho to fir police q Nahi ,69,65,65,"['aap', 'press', 'reporter', 'ager', 'ye', 'kaam', 'karsakte', 'ho', 'to', 'fir', 'police', 'q', 'nahi', '']"
3050,HM,Police ki Milibhagat,Police ki Milibhagat,Police ki Milibhagat,20,20,20,"['police', 'ki', 'milibhagat']"
3075,HM,"Areee ye to half  report hai...is me ten darwaja... Sarangpur,,  aur juhapura,  shahealam etc etc to add Karo.... jaha drugs,,  chars,  cocan,  aur MD melta hai…",Areee ye to half  report haiis me ten darwaja Sarangpur  aur juhapura  shahealam etc etc to add Karo jaha drugs  chars  cocan  aur MD melta hai…,Areee ye to half  report haiis me ten darwaja Sarangpur  aur juhapura  shahealam etc etc to add Karo jaha drugs  chars  cocan  aur MD melta hai,161,144,143,"['areee', 'ye', 'to', 'half', 'report', 'haiis', 'me', 'ten', 'darwaja', 'sarangpur', 'aur', 'juhapura', 'shahealam', 'etc', 'etc', 'to', 'add', 'karo', 'jaha', 'drugs', 'chars', 'cocan', 'aur', 'md', 'melta', 'hai']"
3076,HM, And police Sab jante hai but hamra Khaa kar chup...!!   , And police Sab jante hai but hamra Khaa kar chup   , And police Sab jante hai but hamra Khaa kar chup   ,57,52,52,"['', 'and', 'police', 'sab', 'jante', 'hai', 'but', 'hamra', 'khaa', 'kar', 'chup', '']"
3077,HM,Aur logo ko pakad bhe lete hai..,Aur logo ko pakad bhe lete hai,Aur logo ko pakad bhe lete hai,32,30,30,"['aur', 'logo', 'ko', 'pakad', 'bhe', 'lete', 'hai']"
3078,HM, But fir pese Khaa kar chup...!!  Na koi mokadama na Cort kachare...!!  , But fir pese Khaa kar chup  Na koi mokadama na Cort kachare  , But fir pese Khaa kar chup  Na koi mokadama na Cort kachare  ,72,62,62,"['', 'but', 'fir', 'pese', 'khaa', 'kar', 'chup', 'na', 'koi', 'mokadama', 'na', 'cort', 'kachare', '']"
3079,HM, Aur bhe bohot gunh ho rahe hai hamre city me but police chup.......!!  , Aur bhe bohot gunh ho rahe hai hamre city me but police chup  , Aur bhe bohot gunh ho rahe hai hamre city me but police chup  ,72,63,63,"['', 'aur', 'bhe', 'bohot', 'gunh', 'ho', 'rahe', 'hai', 'hamre', 'city', 'me', 'but', 'police', 'chup', '']"
3080,HM, Une k mooh me pese Jo dhoose huwe hai..!!, Une k mooh me pese Jo dhoose huwe hai, Une k mooh me pese Jo dhoose huwe hai,42,38,38,"['', 'une', 'k', 'mooh', 'me', 'pese', 'jo', 'dhoose', 'huwe', 'hai']"
3102,HM,Meri saans ko to rok loge sahab ye hawa ko kese rokoge...ðŸ˜‚ðŸ¤£ðŸ¤£ lit fuck raeesðŸ˜ŽðŸ˜ŽðŸ˜Ž,Meri saans ko to rok loge sahab ye hawa ko kese rokogeðŸ˜‚ðŸ¤£ðŸ¤£ lit fuck raeesðŸ˜ŽðŸ˜ŽðŸ˜Ž,Meri saans ko to rok loge sahab ye hawa ko kese rokoge lit fuck raees,96,93,69,"['meri', 'saans', 'ko', 'to', 'rok', 'loge', 'sahab', 'ye', 'hawa', 'ko', 'kese', 'rokoge', 'lit', 'fuck', 'raees']"
3113,HM,Kisi din juhapura me round marna ye sab kuch nahi hai juhapura ke agw,Kisi din juhapura me round marna ye sab kuch nahi hai juhapura ke agw,Kisi din juhapura me round marna ye sab kuch nahi hai juhapura ke agw,69,69,69,"['kisi', 'din', 'juhapura', 'me', 'round', 'marna', 'ye', 'sab', 'kuch', 'nahi', 'hai', 'juhapura', 'ke', 'agw']"
3121,HM,.  ......... Hi chor he.,   Hi chor he,   Hi chor he,24,13,13,"['', 'hi', 'chor', 'he']"
3131,HM,Gujarat me sab kuch milta hai bus rate double lagta hai .....,Gujarat me sab kuch milta hai bus rate double lagta hai ,Gujarat me sab kuch milta hai bus rate double lagta hai ,61,56,56,"['gujarat', 'me', 'sab', 'kuch', 'milta', 'hai', 'bus', 'rate', 'double', 'lagta', 'hai', '']"
3132,HM,.wo government Ko sab pta hai kyu ki wohi chala rahe hai......,wo government Ko sab pta hai kyu ki wohi chala rahe hai,wo government Ko sab pta hai kyu ki wohi chala rahe hai,62,55,55,"['wo', 'government', 'ko', 'sab', 'pta', 'hai', 'kyu', 'ki', 'wohi', 'chala', 'rahe', 'hai']"
3159,HM,Chokidar  ki sarkar .... ! Jay ho vikas no,Chokidar  ki sarkar   Jay ho vikas no,Chokidar  ki sarkar   Jay ho vikas no,42,37,37,"['chokidar', 'ki', 'sarkar', 'jay', 'ho', 'vikas', 'no']"
3164,HM,Himmat Ho to jo police hafte Leti he unka kar k batao....,Himmat Ho to jo police hafte Leti he unka kar k batao,Himmat Ho to jo police hafte Leti he unka kar k batao,57,53,53,"['himmat', 'ho', 'to', 'jo', 'police', 'hafte', 'leti', 'he', 'unka', 'kar', 'k', 'batao']"
3165,HM,sirf trp k liye Sab kar rahe ho baad main tumhare pas paisa pahoch jaega tum b chup or jesa tha wesa chalu,sirf trp k liye Sab kar rahe ho baad main tumhare pas paisa pahoch jaega tum b chup or jesa tha wesa chalu,sirf trp k liye Sab kar rahe ho baad main tumhare pas paisa pahoch jaega tum b chup or jesa tha wesa chalu,106,106,106,"['sirf', 'trp', 'k', 'liye', 'sab', 'kar', 'rahe', 'ho', 'baad', 'main', 'tumhare', 'pas', 'paisa', 'pahoch', 'jaega', 'tum', 'b', 'chup', 'or', 'jesa', 'tha', 'wesa', 'chalu']"
3166,HM,Ye to baad main. Band Ho jaega... ,Ye to baad main Band Ho jaega ,Ye to baad main Band Ho jaega ,34,30,30,"['ye', 'to', 'baad', 'main', 'band', 'ho', 'jaega', '']"
3208,HM,Congress zimmedar hai,Congress zimmedar hai,Congress zimmedar hai,21,21,21,"['congress', 'zimmedar', 'hai']"
3223,HM,Encounter karo salo ka ...,Encounter karo salo ka ,Encounter karo salo ka ,26,23,23,"['encounter', 'karo', 'salo', 'ka', '']"
3253,HM,Udata ahemdabad,Udata ahemdabad,Udata ahemdabad,15,15,15,"['udata', 'ahemdabad']"
3262,HM,Police hi indirectly ye sub kar rahi he...encounter karo to hi ye bandh hoga,Police hi indirectly ye sub kar rahi heencounter karo to hi ye bandh hoga,Police hi indirectly ye sub kar rahi heencounter karo to hi ye bandh hoga,76,73,73,"['police', 'hi', 'indirectly', 'ye', 'sub', 'kar', 'rahi', 'heencounter', 'karo', 'to', 'hi', 'ye', 'bandh', 'hoga']"
3287,HM,jutha aadmi..,jutha aadmi,jutha aadmi,13,11,11,"['jutha', 'aadmi']"
3291,HM,Khada Hai Patidar Ke Log office mein baith kar nahi aati hai,Khada Hai Patidar Ke Log office mein baith kar nahi aati hai,Khada Hai Patidar Ke Log office mein baith kar nahi aati hai,60,60,60,"['khada', 'hai', 'patidar', 'ke', 'log', 'office', 'mein', 'baith', 'kar', 'nahi', 'aati', 'hai']"
3297,HM,Aadat Ko Mil Gaya gana nahi milegi Namaz ke liye kuch khona padta hai KRK kuch Hamara delete delete Samaj ka logo se jyada its border pe Khada Hai nange pair heart making machine Leke border pe ,Aadat Ko Mil Gaya gana nahi milegi Namaz ke liye kuch khona padta hai KRK kuch Hamara delete delete Samaj ka logo se jyada its border pe Khada Hai nange pair heart making machine Leke border pe ,Aadat Ko Mil Gaya gana nahi milegi Namaz ke liye kuch khona padta hai KRK kuch Hamara delete delete Samaj ka logo se jyada its border pe Khada Hai nange pair heart making machine Leke border pe ,194,194,194,"['aadat', 'ko', 'mil', 'gaya', 'gana', 'nahi', 'milegi', 'namaz', 'ke', 'liye', 'kuch', 'khona', 'padta', 'hai', 'krk', 'kuch', 'hamara', 'delete', 'delete', 'samaj', 'ka', 'logo', 'se', 'jyada', 'its', 'border', 'pe', 'khada', 'hai', 'nange', 'pair', 'heart', 'making', 'machine', 'leke', 'border', 'pe', '']"
3374,HM,Ye naya Hindustan hai,Ye naya Hindustan hai,Ye naya Hindustan hai,21,21,21,"['ye', 'naya', 'hindustan', 'hai']"
3375,HM,Salao ne have kapvaj padse 2002 ni jem⚔,Salao ne have kapvaj padse 2002 ni jem⚔,Salao ne have kapvaj padse 2002 ni jem,39,39,38,"['salao', 'ne', 'have', 'kapvaj', 'padse', '2002', 'ni', 'jem']"
3382,HM, aatank vad kaa koi dhram nai hota, aatank vad kaa koi dhram nai hota, aatank vad kaa koi dhram nai hota,34,34,34,"['', 'aatank', 'vad', 'kaa', 'koi', 'dhram', 'nai', 'hota']"
3383,HM,Me khali aatank vad ke khilaf hu bhai jai hind 🙏🙏,Me khali aatank vad ke khilaf hu bhai jai hind 🙏🙏,Me khali aatank vad ke khilaf hu bhai jai hind ,49,49,47,"['me', 'khali', 'aatank', 'vad', 'ke', 'khilaf', 'hu', 'bhai', 'jai', 'hind', '']"
3392,HM,Golimaardo salon ko jindagi se badi naukari thodi Na Hai jindagi Hai to naukari goli maar Deni chahie,Golimaardo salon ko jindagi se badi naukari thodi Na Hai jindagi Hai to naukari goli maar Deni chahie,Golimaardo salon ko jindagi se badi naukari thodi Na Hai jindagi Hai to naukari goli maar Deni chahie,101,101,101,"['golimaardo', 'salon', 'ko', 'jindagi', 'se', 'badi', 'naukari', 'thodi', 'na', 'hai', 'jindagi', 'hai', 'to', 'naukari', 'goli', 'maar', 'deni', 'chahie']"
3393,HM,Bhut acha kiya,Bhut acha kiya,Bhut acha kiya,14,14,14,"['bhut', 'acha', 'kiya']"
3395,HM,Kabhi kisano pusa he ??? ,Kabhi kisano pusa he  ,Kabhi kisano pusa he  ,25,22,22,"['kabhi', 'kisano', 'pusa', 'he', '']"
3396,HM,Lathi charge Karene valoko isi prkar thoko :-) :-),Lathi charge Karene valoko isi prkar thoko  ,Lathi charge Karene valoko isi prkar thoko  ,50,44,44,"['lathi', 'charge', 'karene', 'valoko', 'isi', 'prkar', 'thoko', '']"
3414,HM,polish ne ak47 deni sahiye or je pathar marne wale gup ko marogoli  ya fir pulish ki gaddi peed me salakar kusldalo hijde ko ye koi rit hai pulish par pathar marne ki ek ek ko maro samdiya khisdalo shaloki,polish ne ak47 deni sahiye or je pathar marne wale gup ko marogoli  ya fir pulish ki gaddi peed me salakar kusldalo hijde ko ye koi rit hai pulish par pathar marne ki ek ek ko maro samdiya khisdalo shaloki,polish ne ak47 deni sahiye or je pathar marne wale gup ko marogoli  ya fir pulish ki gaddi peed me salakar kusldalo hijde ko ye koi rit hai pulish par pathar marne ki ek ek ko maro samdiya khisdalo shaloki,205,205,205,"['polish', 'ne', 'ak47', 'deni', 'sahiye', 'or', 'je', 'pathar', 'marne', 'wale', 'gup', 'ko', 'marogoli', 'ya', 'fir', 'pulish', 'ki', 'gaddi', 'peed', 'me', 'salakar', 'kusldalo', 'hijde', 'ko', 'ye', 'koi', 'rit', 'hai', 'pulish', 'par', 'pathar', 'marne', 'ki', 'ek', 'ek', 'ko', 'maro', 'samdiya', 'khisdalo', 'shaloki']"
3420,HM,"Jay hind 
 Hindu ek ho jav","Jay hind 
 Hindu ek ho jav","Jay hind 
 Hindu ek ho jav",26,26,26,"['jay', 'hind', 'hindu', 'ek', 'ho', 'jav']"
3423,HM,Desh me ekta cahiye Hindu Muslim bhai bhai rehna achiye,Desh me ekta cahiye Hindu Muslim bhai bhai rehna achiye,Desh me ekta cahiye Hindu Muslim bhai bhai rehna achiye,55,55,55,"['desh', 'me', 'ekta', 'cahiye', 'hindu', 'muslim', 'bhai', 'bhai', 'rehna', 'achiye']"
3424,HM,Bhai ye ladai sarkar se h police se nahi,Bhai ye ladai sarkar se h police se nahi,Bhai ye ladai sarkar se h police se nahi,40,40,40,"['bhai', 'ye', 'ladai', 'sarkar', 'se', 'h', 'police', 'se', 'nahi']"
3425,HM,Esa mat karo akhir police wale bhi hamare femily jese hi h jo duty pe h yaar..... Samjo Or sambhalo,Esa mat karo akhir police wale bhi hamare femily jese hi h jo duty pe h yaar Samjo Or sambhalo,Esa mat karo akhir police wale bhi hamare femily jese hi h jo duty pe h yaar Samjo Or sambhalo,99,94,94,"['esa', 'mat', 'karo', 'akhir', 'police', 'wale', 'bhi', 'hamare', 'femily', 'jese', 'hi', 'h', 'jo', 'duty', 'pe', 'h', 'yaar', 'samjo', 'or', 'sambhalo']"
3433,HM,Modiji hame chuth do,Modiji hame chuth do,Modiji hame chuth do,20,20,20,"['modiji', 'hame', 'chuth', 'do']"
3435,HM,Aallah ke sat in mulo ko des she bahar nikal dena chahiye,Aallah ke sat in mulo ko des she bahar nikal dena chahiye,Aallah ke sat in mulo ko des she bahar nikal dena chahiye,57,57,57,"['aallah', 'ke', 'sat', 'in', 'mulo', 'ko', 'des', 'she', 'bahar', 'nikal', 'dena', 'chahiye']"
3436,HM,Kute mule,Kute mule,Kute mule,9,9,9,"['kute', 'mule']"
3438,HM,Tum log halwa mat samjho hume mitane ka khuwab dekh rahe ho tumhari pithi khatam ho jaygi magrr hum nahi,Tum log halwa mat samjho hume mitane ka khuwab dekh rahe ho tumhari pithi khatam ho jaygi magrr hum nahi,Tum log halwa mat samjho hume mitane ka khuwab dekh rahe ho tumhari pithi khatam ho jaygi magrr hum nahi,104,104,104,"['tum', 'log', 'halwa', 'mat', 'samjho', 'hume', 'mitane', 'ka', 'khuwab', 'dekh', 'rahe', 'ho', 'tumhari', 'pithi', 'khatam', 'ho', 'jaygi', 'magrr', 'hum', 'nahi']"
3440,HM,ye accha nai hua ,ye accha nai hua ,ye accha nai hua ,17,17,17,"['ye', 'accha', 'nai', 'hua', '']"
3441,HM, islam iski ijazat nai deta.. , islam iski ijazat nai deta , islam iski ijazat nai deta ,30,28,28,"['', 'islam', 'iski', 'ijazat', 'nai', 'deta', '']"
3442,HM, police ka isme kya kasur tha...vo bi kisi maa k bete honge .... , police ka isme kya kasur thavo bi kisi maa k bete honge  , police ka isme kya kasur thavo bi kisi maa k bete honge  ,65,58,58,"['', 'police', 'ka', 'isme', 'kya', 'kasur', 'thavo', 'bi', 'kisi', 'maa', 'k', 'bete', 'honge', '']"
3443,HM, islam me begunaho ko marna haram hai..., islam me begunaho ko marna haram hai, islam me begunaho ko marna haram hai,40,37,37,"['', 'islam', 'me', 'begunaho', 'ko', 'marna', 'haram', 'hai']"
3463,HM,Bhai mujhe koi NRC nahi chahiye mujhe Suvar mukt Bharat chahiye.,Bhai mujhe koi NRC nahi chahiye mujhe Suvar mukt Bharat chahiye,Bhai mujhe koi NRC nahi chahiye mujhe Suvar mukt Bharat chahiye,64,63,63,"['bhai', 'mujhe', 'koi', 'nrc', 'nahi', 'chahiye', 'mujhe', 'suvar', 'mukt', 'bharat', 'chahiye']"
3468,HM,Police se dushmani bahot mahangi padegi kuch dino me suvaro,Police se dushmani bahot mahangi padegi kuch dino me suvaro,Police se dushmani bahot mahangi padegi kuch dino me suvaro,59,59,59,"['police', 'se', 'dushmani', 'bahot', 'mahangi', 'padegi', 'kuch', 'dino', 'me', 'suvaro']"
3469,HM,Ye kasmir nhi he ,Ye kasmir nhi he ,Ye kasmir nhi he ,17,17,17,"['ye', 'kasmir', 'nhi', 'he', '']"
3527,HM,"oye sun , shaadi karle mujhse🥰",oye sun  shaadi karle mujhse🥰,oye sun  shaadi karle mujhse,30,29,28,"['oye', 'sun', 'shaadi', 'karle', 'mujhse']"
3556,HM,Mast..❤❣Ye gaana purana ho gaya hai koi nahi sunta-😢😢,Mast❤❣Ye gaana purana ho gaya hai koi nahi sunta😢😢,MastYe gaana purana ho gaya hai koi nahi sunta,53,50,46,"['mastye', 'gaana', 'purana', 'ho', 'gaya', 'hai', 'koi', 'nahi', 'sunta']"
3559,HM,December may kon kon sun raha hai plzzz like,December may kon kon sun raha hai plzzz like,December may kon kon sun raha hai plzzz like,44,44,44,"['december', 'may', 'kon', 'kon', 'sun', 'raha', 'hai', 'plzzz', 'like']"
3573,HM,Mast h,Mast h,Mast h,6,6,6,"['mast', 'h']"
3576,HM,Kinjal dav achha gati hai na,Kinjal dav achha gati hai na,Kinjal dav achha gati hai na,28,28,28,"['kinjal', 'dav', 'achha', 'gati', 'hai', 'na']"
3577,HM,Ishka original vedio jispr 150 million hit the na jane kaise youtune se gyab ho gya,Ishka original vedio jispr 150 million hit the na jane kaise youtune se gyab ho gya,Ishka original vedio jispr 150 million hit the na jane kaise youtune se gyab ho gya,83,83,83,"['ishka', 'original', 'vedio', 'jispr', '150', 'million', 'hit', 'the', 'na', 'jane', 'kaise', 'youtune', 'se', 'gyab', 'ho', 'gya']"
3580,HM,2020 KA SONG KAISA HAI NEW KUCH NAYA,2020 KA SONG KAISA HAI NEW KUCH NAYA,2020 KA SONG KAISA HAI NEW KUCH NAYA,36,36,36,"['2020', 'ka', 'song', 'kaisa', 'hai', 'new', 'kuch', 'naya']"
3591,HM,2019 me Kon kon sunta he,2019 me Kon kon sunta he,2019 me Kon kon sunta he,24,24,24,"['2019', 'me', 'kon', 'kon', 'sunta', 'he']"
3595,HM,25th December ko kon aye song soon raha h,25th December ko kon aye song soon raha h,25th December ko kon aye song soon raha h,41,41,41,"['25th', 'december', 'ko', 'kon', 'aye', 'song', 'soon', 'raha', 'h']"
3602,HM,Bahut khub bhai,Bahut khub bhai,Bahut khub bhai,15,15,15,"['bahut', 'khub', 'bhai']"
3604,HM,Super hit Dave ji hum to Assam se hoon fhir bhi apka gana sunti hoon .,Super hit Dave ji hum to Assam se hoon fhir bhi apka gana sunti hoon ,Super hit Dave ji hum to Assam se hoon fhir bhi apka gana sunti hoon ,70,69,69,"['super', 'hit', 'dave', 'ji', 'hum', 'to', 'assam', 'se', 'hoon', 'fhir', 'bhi', 'apka', 'gana', 'sunti', 'hoon', '']"
3615,HM,Galat speling hai ODI KI,Galat speling hai ODI KI,Galat speling hai ODI KI,24,24,24,"['galat', 'speling', 'hai', 'odi', 'ki']"
3625,HM,3 1 2020 ko me sun raha hu aaj firse ek bar bhai aa geet reva dejo maste geet 6e mane bov game 6e aa song,3 1 2020 ko me sun raha hu aaj firse ek bar bhai aa geet reva dejo maste geet 6e mane bov game 6e aa song,3 1 2020 ko me sun raha hu aaj firse ek bar bhai aa geet reva dejo maste geet 6e mane bov game 6e aa song,105,105,105,"['3', '1', '2020', 'ko', 'me', 'sun', 'raha', 'hu', 'aaj', 'firse', 'ek', 'bar', 'bhai', 'aa', 'geet', 'reva', 'dejo', 'maste', 'geet', '6e', 'mane', 'bov', 'game', '6e', 'aa', 'song']"
3626,HM,Kon kon ye song 2020me sun raha hai vo like kre,Kon kon ye song 2020me sun raha hai vo like kre,Kon kon ye song 2020me sun raha hai vo like kre,47,47,47,"['kon', 'kon', 'ye', 'song', '2020me', 'sun', 'raha', 'hai', 'vo', 'like', 'kre']"
3631,HM,Gaana to jo entry ne gadi pe bja tha vo bhi psnd aa gya,Gaana to jo entry ne gadi pe bja tha vo bhi psnd aa gya,Gaana to jo entry ne gadi pe bja tha vo bhi psnd aa gya,55,55,55,"['gaana', 'to', 'jo', 'entry', 'ne', 'gadi', 'pe', 'bja', 'tha', 'vo', 'bhi', 'psnd', 'aa', 'gya']"
3633,HM,2020 mein kon kon sunrahahe please like kare,2020 mein kon kon sunrahahe please like kare,2020 mein kon kon sunrahahe please like kare,44,44,44,"['2020', 'mein', 'kon', 'kon', 'sunrahahe', 'please', 'like', 'kare']"
3658,HM,Piyush Dj bahut accha song,Piyush Dj bahut accha song,Piyush Dj bahut accha song,26,26,26,"['piyush', 'dj', 'bahut', 'accha', 'song']"
3707,HM,Laya laya,Laya laya,Laya laya,9,9,9,"['laya', 'laya']"
3708,HM,ksm se sunkr aashu aa gye,ksm se sunkr aashu aa gye,ksm se sunkr aashu aa gye,25,25,25,"['ksm', 'se', 'sunkr', 'aashu', 'aa', 'gye']"
3726,HM,Very heart touching video yrr…,Very heart touching video yrr…,Very heart touching video yrr,30,30,29,"['very', 'heart', 'touching', 'video', 'yrr']"
3728,HM,Really yr kiya gaya h ek number song h yr 🤩🤩🤩🤩🤩🤩,Really yr kiya gaya h ek number song h yr 🤩🤩🤩🤩🤩🤩,Really yr kiya gaya h ek number song h yr ,48,48,42,"['really', 'yr', 'kiya', 'gaya', 'h', 'ek', 'number', 'song', 'h', 'yr', '']"
3729,HM,Bhaiya mere papa ko smbhalyega....,Bhaiya mere papa ko smbhalyega,Bhaiya mere papa ko smbhalyega,34,30,30,"['bhaiya', 'mere', 'papa', 'ko', 'smbhalyega']"
3740,HM,Samajh nahi aia but mast h,Samajh nahi aia but mast h,Samajh nahi aia but mast h,26,26,26,"['samajh', 'nahi', 'aia', 'but', 'mast', 'h']"
3753,HM,Mast song h yrr Rona bhi aagya ,Mast song h yrr Rona bhi aagya ,Mast song h yrr Rona bhi aagya ,31,31,31,"['mast', 'song', 'h', 'yrr', 'rona', 'bhi', 'aagya', '']"
3756,HM,isha pure hindi bhi kar do plz,isha pure hindi bhi kar do plz,isha pure hindi bhi kar do plz,30,30,30,"['isha', 'pure', 'hindi', 'bhi', 'kar', 'do', 'plz']"
3762,HM,Mai emotionless hoon rona nai arra,Mai emotionless hoon rona nai arra,Mai emotionless hoon rona nai arra,34,34,34,"['mai', 'emotionless', 'hoon', 'rona', 'nai', 'arra']"
3763,HM,Behno Ka pahla Hero Unka Bhai Hi Hota Hai,Behno Ka pahla Hero Unka Bhai Hi Hota Hai,Behno Ka pahla Hero Unka Bhai Hi Hota Hai,41,41,41,"['behno', 'ka', 'pahla', 'hero', 'unka', 'bhai', 'hi', 'hota', 'hai']"
3771,HM,Is gane ko jitni bar suna he utni bar roi hu😥😥😥😥,Is gane ko jitni bar suna he utni bar roi hu😥😥😥😥,Is gane ko jitni bar suna he utni bar roi hu,48,48,44,"['is', 'gane', 'ko', 'jitni', 'bar', 'suna', 'he', 'utni', 'bar', 'roi', 'hu']"
3772,HM,Rula diya re bhai age Mai km Lagh raha Hai,Rula diya re bhai age Mai km Lagh raha Hai,Rula diya re bhai age Mai km Lagh raha Hai,42,42,42,"['rula', 'diya', 're', 'bhai', 'age', 'mai', 'km', 'lagh', 'raha', 'hai']"
3783,HM,Bohot accha he yarrr,Bohot accha he yarrr,Bohot accha he yarrr,20,20,20,"['bohot', 'accha', 'he', 'yarrr']"
3787,HM,Ye song ek bar add p dekha th n mene..,Ye song ek bar add p dekha th n mene,Ye song ek bar add p dekha th n mene,38,36,36,"['ye', 'song', 'ek', 'bar', 'add', 'p', 'dekha', 'th', 'n', 'mene']"
3790,HM,really dil ko chu gaya,really dil ko chu gaya,really dil ko chu gaya,22,22,22,"['really', 'dil', 'ko', 'chu', 'gaya']"
3814,HM, uske bad itta search kiya, uske bad itta search kiya, uske bad itta search kiya,26,26,26,"['', 'uske', 'bad', 'itta', 'search', 'kiya']"
3815,HM, Aaj wapas search kiya to Mila.... , Aaj wapas search kiya to Mila , Aaj wapas search kiya to Mila ,35,31,31,"['', 'aaj', 'wapas', 'search', 'kiya', 'to', 'mila', '']"
