,LABEL,COMMENT,comclean,cleaned,sen_len1,sen_len2,sen_len3,tokens
2402,GP,મોદી તુમ આગે બડો હમ તુમારે સાથ  હૈ  મોદી ગુજરાત નુ ગૌરવ છે અને દેશનુ રતન છે બી જે પી ઝીદાબાદ      નંમામિ દેવી નંમદે,મોદી તુમ આગે બડો હમ તુમારે સાથ  હૈ  મોદી ગુજરાત નુ ગૌરવ છે અને દેશનુ રતન છે બી જે પી ઝીદાબાદ      નંમામિ દેવી નંમદે,મોદી તુમ આગે બડો હમ તુમારે સાથ  હૈ  મોદી ગુજરાત નુ ગૌરવ છે અને દેશનુ રતન છે બી જે પી ઝીદાબાદ      નંમામિ દેવી નંમદે,115,115,115,"['મોદી', 'તુમ', 'આગે', 'બડો', 'હમ', 'તુમારે', 'સાથ', 'હૈ', 'મોદી', 'ગુજરાત', 'નુ', 'ગૌરવ', 'છે', 'અને', 'દેશનુ', 'રતન', 'છે', 'બી', 'જે', 'પી', 'ઝીદાબાદ', 'નંમામિ', 'દેવી', 'નંમદે']"
2404,GP,"મોદી જીને,શહીદ, થવાદો,તો,શાન્તિ ,થવાદો,",મોદી જીનેશહીદ થવાદોતોશાન્તિ થવાદો,મોદી જીનેશહીદ થવાદોતોશાન્તિ થવાદો,39,33,33,"['મોદી', 'જીનેશહીદ', 'થવાદોતોશાન્તિ', 'થવાદો']"
2405,GP,નમસ્તે,નમસ્તે,નમસ્તે,6,6,6,['નમસ્તે']
2407,GP,"હમમ ભરમ માં રહો  
 મોદી મોદી  માળા જપતા રહો....","હમમ ભરમ માં રહો  
 મોદી મોદી  માળા જપતા રહો","હમમ ભરમ માં રહો  
 મોદી મોદી  માળા જપતા રહો",47,43,43,"['હમમ', 'ભરમ', 'માં', 'રહો', 'મોદી', 'મોદી', 'માળા', 'જપતા', 'રહો']"
2408,GP,બક્વાસ છે આ બધી ફેક,બક્વાસ છે આ બધી ફેક,બક્વાસ છે આ બધી ફેક,19,19,19,"['બક્વાસ', 'છે', 'આ', 'બધી', 'ફેક']"
2409,GP,નાટક કર્યુ   જનતાને મુર્ખ બનાવે છે ભાજપ ફેકુ પાર્ટી,નાટક કર્યુ   જનતાને મુર્ખ બનાવે છે ભાજપ ફેકુ પાર્ટી,નાટક કર્યુ   જનતાને મુર્ખ બનાવે છે ભાજપ ફેકુ પાર્ટી,51,51,51,"['નાટક', 'કર્યુ', 'જનતાને', 'મુર્ખ', 'બનાવે', 'છે', 'ભાજપ', 'ફેકુ', 'પાર્ટી']"
2411,GP,મોદીજી કાલે સુથવાસે તે મોદીજી આગલા દિવસે પડી જાય કેમ કે આખા ભારત  દેશ નો અસીર વાદશે,મોદીજી કાલે સુથવાસે તે મોદીજી આગલા દિવસે પડી જાય કેમ કે આખા ભારત  દેશ નો અસીર વાદશે,મોદીજી કાલે સુથવાસે તે મોદીજી આગલા દિવસે પડી જાય કેમ કે આખા ભારત  દેશ નો અસીર વાદશે,83,83,83,"['મોદીજી', 'કાલે', 'સુથવાસે', 'તે', 'મોદીજી', 'આગલા', 'દિવસે', 'પડી', 'જાય', 'કેમ', 'કે', 'આખા', 'ભારત', 'દેશ', 'નો', 'અસીર', 'વાદશે']"
2429,GP,કોઈ માઈ ના  લાલ પેદા નથી થયા,કોઈ માઈ ના  લાલ પેદા નથી થયા,કોઈ માઈ ના  લાલ પેદા નથી થયા,28,28,28,"['કોઈ', 'માઈ', 'ના', 'લાલ', 'પેદા', 'નથી', 'થયા']"
2433,GP,સૌથી મોટા દુશ્મન તે તમે મીડીયા વાળા સો (માદરચોદ),સૌથી મોટા દુશ્મન તે તમે મીડીયા વાળા સો માદરચોદ,સૌથી મોટા દુશ્મન તે તમે મીડીયા વાળા સો માદરચોદ,48,46,46,"['સૌથી', 'મોટા', 'દુશ્મન', 'તે', 'તમે', 'મીડીયા', 'વાળા', 'સો', 'માદરચોદ']"
2435,GP,ખરેખર જો દેશમાટે સાચું કામ કરતાંહોય તો એમને કુદરત સાથ આપશે અને ખોટું હોય તો આપણાંને  ખબરજ,ખરેખર જો દેશમાટે સાચું કામ કરતાંહોય તો એમને કુદરત સાથ આપશે અને ખોટું હોય તો આપણાંને  ખબરજ,ખરેખર જો દેશમાટે સાચું કામ કરતાંહોય તો એમને કુદરત સાથ આપશે અને ખોટું હોય તો આપણાંને  ખબરજ,89,89,89,"['ખરેખર', 'જો', 'દેશમાટે', 'સાચું', 'કામ', 'કરતાંહોય', 'તો', 'એમને', 'કુદરત', 'સાથ', 'આપશે', 'અને', 'ખોટું', 'હોય', 'તો', 'આપણાંને', 'ખબરજ']"
2439,GP,ગુજરાતીનિસામેપંગોનાલેવાય,ગુજરાતીનિસામેપંગોનાલેવાય,ગુજરાતીનિસામેપંગોનાલેવાય,24,24,24,['ગુજરાતીનિસામેપંગોનાલેવાય']
2440,GP,એટલી બધી ફાટતી હોય તો રાજકારણ છોડી ને ઘરે બેસો,એટલી બધી ફાટતી હોય તો રાજકારણ છોડી ને ઘરે બેસો,એટલી બધી ફાટતી હોય તો રાજકારણ છોડી ને ઘરે બેસો,46,46,46,"['એટલી', 'બધી', 'ફાટતી', 'હોય', 'તો', 'રાજકારણ', 'છોડી', 'ને', 'ઘરે', 'બેસો']"
2441,GP,દેશ ને મીડિયા થીજ મોટો ખતરો છે. રાજ કરવું હોય તો આવી ધમકીઓ તો સહન કરવીજ પડે .પહેલા ના રાજા ઓને પણ ધમકીઓ મડતી જ હતી ને,દેશ ને મીડિયા થીજ મોટો ખતરો છે રાજ કરવું હોય તો આવી ધમકીઓ તો સહન કરવીજ પડે પહેલા ના રાજા ઓને પણ ધમકીઓ મડતી જ હતી ને,દેશ ને મીડિયા થીજ મોટો ખતરો છે રાજ કરવું હોય તો આવી ધમકીઓ તો સહન કરવીજ પડે પહેલા ના રાજા ઓને પણ ધમકીઓ મડતી જ હતી ને,117,115,115,"['દેશ', 'ને', 'મીડિયા', 'થીજ', 'મોટો', 'ખતરો', 'છે', 'રાજ', 'કરવું', 'હોય', 'તો', 'આવી', 'ધમકીઓ', 'તો', 'સહન', 'કરવીજ', 'પડે', 'પહેલા', 'ના', 'રાજા', 'ઓને', 'પણ', 'ધમકીઓ', 'મડતી', 'જ', 'હતી', 'ને']"
2442,GP,ગમે એટલી ધમકી મળે મોદી ને કાય ફેર ના પડે,ગમે એટલી ધમકી મળે મોદી ને કાય ફેર ના પડે,ગમે એટલી ધમકી મળે મોદી ને કાય ફેર ના પડે,40,40,40,"['ગમે', 'એટલી', 'ધમકી', 'મળે', 'મોદી', 'ને', 'કાય', 'ફેર', 'ના', 'પડે']"
2444,GP,રામ રાખે તેને કોણ ચાખે,રામ રાખે તેને કોણ ચાખે,રામ રાખે તેને કોણ ચાખે,22,22,22,"['રામ', 'રાખે', 'તેને', 'કોણ', 'ચાખે']"
2452,GP,ગુજરાતમાં.મોદીના.દુશ્મન.વધારે.છે,ગુજરાતમાંમોદીનાદુશ્મનવધારેછે,ગુજરાતમાંમોદીનાદુશ્મનવધારેછે,32,28,28,['ગુજરાતમાંમોદીનાદુશ્મનવધારેછે']
2456,GP,ગુજરાતી?,ગુજરાતી,ગુજરાતી,8,7,7,['ગુજરાતી']
2458,GP,હિમેશજી ગુજરાતી ખુબ સરસ બોલે છે 😊🤗,હિમેશજી ગુજરાતી ખુબ સરસ બોલે છે 😊🤗,હિમેશજી ગુજરાતી ખુબ સરસ બોલે છે ,34,34,32,"['હિમેશજી', 'ગુજરાતી', 'ખુબ', 'સરસ', 'બોલે', 'છે', '']"
2462,GP,ગુજરાતી હમેશા આગળ જ હોય બોસ,ગુજરાતી હમેશા આગળ જ હોય બોસ,ગુજરાતી હમેશા આગળ જ હોય બોસ,27,27,27,"['ગુજરાતી', 'હમેશા', 'આગળ', 'જ', 'હોય', 'બોસ']"
2463,GP,Ha Bhai ha Moj,Ha Bhai ha Moj,   ,14,14,3,"['', '']"
2466,GP,બુદ્ધિ ના બળદિયાવ ૩:૫૫ વિડિયો માં કહે છે કે મુંબઈ માં જન્મ થયો છે તોય ભાવનગર અને રાજુલા ની કરો છો ઘર ની હાકો છો.. ફેકમ ફેલ...,બુદ્ધિ ના બળદિયાવ ૩૫૫ વિડિયો માં કહે છે કે મુંબઈ માં જન્મ થયો છે તોય ભાવનગર અને રાજુલા ની કરો છો ઘર ની હાકો છો ફેકમ ફેલ,બુદ્ધિ ના બળદિયાવ ૩૫૫ વિડિયો માં કહે છે કે મુંબઈ માં જન્મ થયો છે તોય ભાવનગર અને રાજુલા ની કરો છો ઘર ની હાકો છો ફેકમ ફેલ,125,119,119,"['બુદ્ધિ', 'ના', 'બળદિયાવ', '૩૫૫', 'વિડિયો', 'માં', 'કહે', 'છે', 'કે', 'મુંબઈ', 'માં', 'જન્મ', 'થયો', 'છે', 'તોય', 'ભાવનગર', 'અને', 'રાજુલા', 'ની', 'કરો', 'છો', 'ઘર', 'ની', 'હાકો', 'છો', 'ફેકમ', 'ફેલ']"
2468,GP,ના આવડે તો રહેવા દો ભાઈ .,ના આવડે તો રહેવા દો ભાઈ ,ના આવડે તો રહેવા દો ભાઈ ,25,24,24,"['ના', 'આવડે', 'તો', 'રહેવા', 'દો', 'ભાઈ', '']"
2477,GP,ભાવનગર ના છૅ હિમૅસ ભાઇ,ભાવનગર ના છૅ હિમૅસ ભાઇ,ભાવનગર ના છૅ હિમૅસ ભાઇ,22,22,22,"['ભાવનગર', 'ના', 'છૅ', 'હિમૅસ', 'ભાઇ']"
2478,GP,મારૉ ગુજરાતી લાખૉ મા એક હૉ,મારૉ ગુજરાતી લાખૉ મા એક હૉ,મારૉ ગુજરાતી લાખૉ મા એક હૉ,26,26,26,"['મારૉ', 'ગુજરાતી', 'લાખૉ', 'મા', 'એક', 'હૉ']"
2479,GP,શું વાત છે ભાઈ ગુજરાતી,શું વાત છે ભાઈ ગુજરાતી,શું વાત છે ભાઈ ગુજરાતી,22,22,22,"['શું', 'વાત', 'છે', 'ભાઈ', 'ગુજરાતી']"
2481,GP,ગર્વ છે કે આવડો મોટો  સિંગર આપણા ગુજરાતનો છે.,ગર્વ છે કે આવડો મોટો  સિંગર આપણા ગુજરાતનો છે,ગર્વ છે કે આવડો મોટો  સિંગર આપણા ગુજરાતનો છે,45,44,44,"['ગર્વ', 'છે', 'કે', 'આવડો', 'મોટો', 'સિંગર', 'આપણા', 'ગુજરાતનો', 'છે']"
2487,GP,ગુજરાતી ગીત બનાવો,ગુજરાતી ગીત બનાવો,ગુજરાતી ગીત બનાવો,17,17,17,"['ગુજરાતી', 'ગીત', 'બનાવો']"
2492,GP,"ગુજરાતી માં વાત સાંભળી ને મજા આવી ગઈ. 
 ૐ નમઃ શિવાય 🚩","ગુજરાતી માં વાત સાંભળી ને મજા આવી ગઈ 
 ૐ નમઃ શિવાય 🚩","ગુજરાતી માં વાત સાંભળી ને મજા આવી ગઈ 
 ૐ નમઃ શિવાય 🚩",53,52,52,"['ગુજરાતી', 'માં', 'વાત', 'સાંભળી', 'ને', 'મજા', 'આવી', 'ગઈ', 'ૐ', 'નમઃ', 'શિવાય', '🚩']"
2500,GP,"આજે તમને ગુજરાતી માં વાત કરતા જોઈ ને ગર્વ થાય છે સર... 
 મજા આવી ગઈ....🙏🙏🙏🙏🙏","આજે તમને ગુજરાતી માં વાત કરતા જોઈ ને ગર્વ થાય છે સર 
 મજા આવી ગઈ🙏🙏🙏🙏🙏","આજે તમને ગુજરાતી માં વાત કરતા જોઈ ને ગર્વ થાય છે સર 
 મજા આવી ગઈ",76,69,64,"['આજે', 'તમને', 'ગુજરાતી', 'માં', 'વાત', 'કરતા', 'જોઈ', 'ને', 'ગર્વ', 'થાય', 'છે', 'સર', 'મજા', 'આવી', 'ગઈ']"
2502,GP,હિમેશ ઘણીવાર ગુજરાત આવી ચૂક્યા છે..અને ગુજરાતી માં જ વાતો કરેલી છે..youtube માં વિડિઓ મળી રહેશે..આ પેહલી વાર નથી.,હિમેશ ઘણીવાર ગુજરાત આવી ચૂક્યા છેઅને ગુજરાતી માં જ વાતો કરેલી છેyoutube માં વિડિઓ મળી રહેશેઆ પેહલી વાર નથી,હિમેશ ઘણીવાર ગુજરાત આવી ચૂક્યા છેઅને ગુજરાતી માં જ વાતો કરેલી છે માં વિડિઓ મળી રહેશેઆ પેહલી વાર નથી,113,106,99,"['હિમેશ', 'ઘણીવાર', 'ગુજરાત', 'આવી', 'ચૂક્યા', 'છેઅને', 'ગુજરાતી', 'માં', 'જ', 'વાતો', 'કરેલી', 'છે', 'માં', 'વિડિઓ', 'મળી', 'રહેશેઆ', 'પેહલી', 'વાર', 'નથી']"
2503,GP,Jsk હિમેશ રેશમિયા ગુજરાતી છે એનો ગર્વ છે એમના બધા ગીતો ખુબજ સરસ છે     ભાવના લિબાચિયા,Jsk હિમેશ રેશમિયા ગુજરાતી છે એનો ગર્વ છે એમના બધા ગીતો ખુબજ સરસ છે     ભાવના લિબાચિયા, હિમેશ રેશમિયા ગુજરાતી છે એનો ગર્વ છે એમના બધા ગીતો ખુબજ સરસ છે     ભાવના લિબાચિયા,85,85,82,"['', 'હિમેશ', 'રેશમિયા', 'ગુજરાતી', 'છે', 'એનો', 'ગર્વ', 'છે', 'એમના', 'બધા', 'ગીતો', 'ખુબજ', 'સરસ', 'છે', 'ભાવના', 'લિબાચિયા']"
2515,GP,હિમેશ નુ મુળ વતન મુ. ડુંગર તા. મહુવા જી.ભાવનગર,હિમેશ નુ મુળ વતન મુ ડુંગર તા મહુવા જીભાવનગર,હિમેશ નુ મુળ વતન મુ ડુંગર તા મહુવા જીભાવનગર,46,43,43,"['હિમેશ', 'નુ', 'મુળ', 'વતન', 'મુ', 'ડુંગર', 'તા', 'મહુવા', 'જીભાવનગર']"
2520,GP,હા મારો ગુજરાતી હા મોજ.........,હા મારો ગુજરાતી હા મોજ,હા મારો ગુજરાતી હા મોજ,31,22,22,"['હા', 'મારો', 'ગુજરાતી', 'હા', 'મોજ']"
2522,GP,ટોપાવો ગુજરાતી સે અને ભાવનગર નો છે,ટોપાવો ગુજરાતી સે અને ભાવનગર નો છે,ટોપાવો ગુજરાતી સે અને ભાવનગર નો છે,34,34,34,"['ટોપાવો', 'ગુજરાતી', 'સે', 'અને', 'ભાવનગર', 'નો', 'છે']"
2528,GP,અમે ગુજરાતી લેરી  લાલા👌👌👌👌👌🙏🙏🙏🙏🙏🙏,અમે ગુજરાતી લેરી  લાલા👌👌👌👌👌🙏🙏🙏🙏🙏🙏,અમે ગુજરાતી લેરી  લાલા,33,33,22,"['અમે', 'ગુજરાતી', 'લેરી', 'લાલા']"
2534,GP,હીમેશ ગુજરાતી છે એ મને ખબર છે😍😍,હીમેશ ગુજરાતી છે એ મને ખબર છે😍😍,હીમેશ ગુજરાતી છે એ મને ખબર છે,31,31,29,"['હીમેશ', 'ગુજરાતી', 'છે', 'એ', 'મને', 'ખબર', 'છે']"
2538,GP,મને બદ્ધા સમજ માં આવે હું નેપાળી સુ,મને બદ્ધા સમજ માં આવે હું નેપાળી સુ,મને બદ્ધા સમજ માં આવે હું નેપાળી સુ,35,35,35,"['મને', 'બદ્ધા', 'સમજ', 'માં', 'આવે', 'હું', 'નેપાળી', 'સુ']"
2548,GP,"વાહ સાહેબ વાહ,",વાહ સાહેબ વાહ,વાહ સાહેબ વાહ,14,13,13,"['વાહ', 'સાહેબ', 'વાહ']"
2562,GP,સોરી મેલ  હા  મોજ 😍👌👌👌,સોરી મેલ  હા  મોજ 😍👌👌👌,સોરી મેલ  હા  મોજ ,22,22,18,"['સોરી', 'મેલ', 'હા', 'મોજ', '']"
2564,GP,માત્ર ₹99રૂપિયા રીચાર્જ જીતો ,માત્ર ₹99રૂપિયા રીચાર્જ જીતો ,માત્ર રૂપિયા રીચાર્જ જીતો ,29,29,26,"['માત્ર', 'રૂપિયા', 'રીચાર્જ', 'જીતો', '']"
2568,GP,વાહ હિમેશભાઈ,વાહ હિમેશભાઈ,વાહ હિમેશભાઈ,12,12,12,"['વાહ', 'હિમેશભાઈ']"
2571,GP,હિમેશ રેશમિયા ગુજરાત ના જ છે એટલે  ગુજરાતી આવડે જ  ને,હિમેશ રેશમિયા ગુજરાત ના જ છે એટલે  ગુજરાતી આવડે જ  ને,હિમેશ રેશમિયા ગુજરાત ના જ છે એટલે  ગુજરાતી આવડે જ  ને,53,53,53,"['હિમેશ', 'રેશમિયા', 'ગુજરાત', 'ના', 'જ', 'છે', 'એટલે', 'ગુજરાતી', 'આવડે', 'જ', 'ને']"
2578,GP,ગુજરાતી ગીત બનાવો હિમેશ ભાઈ,ગુજરાતી ગીત બનાવો હિમેશ ભાઈ,ગુજરાતી ગીત બનાવો હિમેશ ભાઈ,27,27,27,"['ગુજરાતી', 'ગીત', 'બનાવો', 'હિમેશ', 'ભાઈ']"
2603,GP,હા મોજ હા 😍🤘🔥,હા મોજ હા 😍🤘🔥,હા મોજ હા ,13,13,10,"['હા', 'મોજ', 'હા', '']"
2606,GP,ગુજરાતી ગીત બનાવો ભાઈ,ગુજરાતી ગીત બનાવો ભાઈ,ગુજરાતી ગીત બનાવો ભાઈ,21,21,21,"['ગુજરાતી', 'ગીત', 'બનાવો', 'ભાઈ']"
2607,GP,હા ભાઈ ગુજરાતી હિમેશ રેશમીયા,હા ભાઈ ગુજરાતી હિમેશ રેશમીયા,હા ભાઈ ગુજરાતી હિમેશ રેશમીયા,28,28,28,"['હા', 'ભાઈ', 'ગુજરાતી', 'હિમેશ', 'રેશમીયા']"
2615,GP,હિમેશ ભાઈ ગુજરાતી ગીત એક બનાવો,હિમેશ ભાઈ ગુજરાતી ગીત એક બનાવો,હિમેશ ભાઈ ગુજરાતી ગીત એક બનાવો,30,30,30,"['હિમેશ', 'ભાઈ', 'ગુજરાતી', 'ગીત', 'એક', 'બનાવો']"
2619,GP,હિમેશ આયો ત્યારનો ખબર છે કે આ ગુજરાતી છે પણ ગુજરાતી બોલતા પેલી વાર જોયો હા મોજ હા,હિમેશ આયો ત્યારનો ખબર છે કે આ ગુજરાતી છે પણ ગુજરાતી બોલતા પેલી વાર જોયો હા મોજ હા,હિમેશ આયો ત્યારનો ખબર છે કે આ ગુજરાતી છે પણ ગુજરાતી બોલતા પેલી વાર જોયો હા મોજ હા,81,81,81,"['હિમેશ', 'આયો', 'ત્યારનો', 'ખબર', 'છે', 'કે', 'આ', 'ગુજરાતી', 'છે', 'પણ', 'ગુજરાતી', 'બોલતા', 'પેલી', 'વાર', 'જોયો', 'હા', 'મોજ', 'હા']"
2626,GP,ગુજરાતી મૂવી માં મ્યુઝિક ક્યારે આપશો ??,ગુજરાતી મૂવી માં મ્યુઝિક ક્યારે આપશો ,ગુજરાતી મૂવી માં મ્યુઝિક ક્યારે આપશો ,39,37,37,"['ગુજરાતી', 'મૂવી', 'માં', 'મ્યુઝિક', 'ક્યારે', 'આપશો', '']"
2629,GP,હિમેશ રેશમીયા ગુજરાતી 6 આ વાત મને આજે ખબર પડી,હિમેશ રેશમીયા ગુજરાતી 6 આ વાત મને આજે ખબર પડી,હિમેશ રેશમીયા ગુજરાતી  આ વાત મને આજે ખબર પડી,45,45,44,"['હિમેશ', 'રેશમીયા', 'ગુજરાતી', 'આ', 'વાત', 'મને', 'આજે', 'ખબર', 'પડી']"
2635,GP,ભાઈ ગુજરાતી સે,ભાઈ ગુજરાતી સે,ભાઈ ગુજરાતી સે,14,14,14,"['ભાઈ', 'ગુજરાતી', 'સે']"
2645,GP,ગુજરાતી જય જય ગરવી ગુજરાત,ગુજરાતી જય જય ગરવી ગુજરાત,ગુજરાતી જય જય ગરવી ગુજરાત,25,25,25,"['ગુજરાતી', 'જય', 'જય', 'ગરવી', 'ગુજરાત']"
2666,GP,શુધ ગુજરાતી છે હો  ....,શુધ ગુજરાતી છે હો  ,શુધ ગુજરાતી છે હો  ,23,19,19,"['શુધ', 'ગુજરાતી', 'છે', 'હો', '']"
2672,GP,હિમેશ ભાઈ એ ભુક્કા કાઢી નાયખા હો પણ,હિમેશ ભાઈ એ ભુક્કા કાઢી નાયખા હો પણ,હિમેશ ભાઈ એ ભુક્કા કાઢી નાયખા હો પણ,35,35,35,"['હિમેશ', 'ભાઈ', 'એ', 'ભુક્કા', 'કાઢી', 'નાયખા', 'હો', 'પણ']"
2673,GP,મારા ભાવનગર જિલ્લાના નાજ છે હો વાલા,મારા ભાવનગર જિલ્લાના નાજ છે હો વાલા,મારા ભાવનગર જિલ્લાના નાજ છે હો વાલા,35,35,35,"['મારા', 'ભાવનગર', 'જિલ્લાના', 'નાજ', 'છે', 'હો', 'વાલા']"
2674,GP,ગુજરાતી બોલતા હતા એ ગુડ,ગુજરાતી બોલતા હતા એ ગુડ,ગુજરાતી બોલતા હતા એ ગુડ,23,23,23,"['ગુજરાતી', 'બોલતા', 'હતા', 'એ', 'ગુડ']"
2678,GP,અરે ભાઇ મને તો નવાઈ લાગે ગુજરાતી બોલે છે તો,અરે ભાઇ મને તો નવાઈ લાગે ગુજરાતી બોલે છે તો,અરે ભાઇ મને તો નવાઈ લાગે ગુજરાતી બોલે છે તો,43,43,43,"['અરે', 'ભાઇ', 'મને', 'તો', 'નવાઈ', 'લાગે', 'ગુજરાતી', 'બોલે', 'છે', 'તો']"
2679,GP,"અમે ગુજરાતી લેરી લાલા... 
 હા મારા ગુજરાતી હા..","અમે ગુજરાતી લેરી લાલા 
 હા મારા ગુજરાતી હા","અમે ગુજરાતી લેરી લાલા 
 હા મારા ગુજરાતી હા",47,42,42,"['અમે', 'ગુજરાતી', 'લેરી', 'લાલા', 'હા', 'મારા', 'ગુજરાતી', 'હા']"
2681,GP,હિમેશ રેશમિયા એ ડાર્વિન ના મામા છે..,હિમેશ રેશમિયા એ ડાર્વિન ના મામા છે,હિમેશ રેશમિયા એ ડાર્વિન ના મામા છે,36,34,34,"['હિમેશ', 'રેશમિયા', 'એ', 'ડાર્વિન', 'ના', 'મામા', 'છે']"
2686,GP,હિમેશ રેશમિયા જોરદાર તમે ગુજરાતી ગીત બનાવો વોઇચ્ જોરદાર છે તમારો ....એક ગરબો બનાવો મસ્ત ગુજરતી.....,હિમેશ રેશમિયા જોરદાર તમે ગુજરાતી ગીત બનાવો વોઇચ્ જોરદાર છે તમારો એક ગરબો બનાવો મસ્ત ગુજરતી,હિમેશ રેશમિયા જોરદાર તમે ગુજરાતી ગીત બનાવો વોઇચ્ જોરદાર છે તમારો એક ગરબો બનાવો મસ્ત ગુજરતી,99,90,90,"['હિમેશ', 'રેશમિયા', 'જોરદાર', 'તમે', 'ગુજરાતી', 'ગીત', 'બનાવો', 'વોઇચ્', 'જોરદાર', 'છે', 'તમારો', 'એક', 'ગરબો', 'બનાવો', 'મસ્ત', 'ગુજરતી']"
2692,GP,હિમેશ ભાઈ એક  ગુજરાતી ગીત લાવો તમે પણ plzzzz,હિમેશ ભાઈ એક  ગુજરાતી ગીત લાવો તમે પણ plzzzz,હિમેશ ભાઈ એક  ગુજરાતી ગીત લાવો તમે પણ ,44,44,38,"['હિમેશ', 'ભાઈ', 'એક', 'ગુજરાતી', 'ગીત', 'લાવો', 'તમે', 'પણ', '']"
2694,GP,મનેય આજે ખબર પડી,મનેય આજે ખબર પડી,મનેય આજે ખબર પડી,16,16,16,"['મનેય', 'આજે', 'ખબર', 'પડી']"
2697,GP,"હિમેશભાઈ સહ્રદય કલાકાર છે . ગુજરાતીઓ માટે ગૌરવની વાત છે,,,,શુભકામના.",હિમેશભાઈ સહ્રદય કલાકાર છે  ગુજરાતીઓ માટે ગૌરવની વાત છેશુભકામના,હિમેશભાઈ સહ્રદય કલાકાર છે  ગુજરાતીઓ માટે ગૌરવની વાત છેશુભકામના,68,62,62,"['હિમેશભાઈ', 'સહ્રદય', 'કલાકાર', 'છે', 'ગુજરાતીઓ', 'માટે', 'ગૌરવની', 'વાત', 'છેશુભકામના']"
2700,GP,ભાઈ ભાઈ,ભાઈ ભાઈ,ભાઈ ભાઈ,7,7,7,"['ભાઈ', 'ભાઈ']"
2707,GP,ગુજરાતી ભગવાન ઉપર ભરોસો રાખે છે એટલે આગળ જાય છે,ગુજરાતી ભગવાન ઉપર ભરોસો રાખે છે એટલે આગળ જાય છે,ગુજરાતી ભગવાન ઉપર ભરોસો રાખે છે એટલે આગળ જાય છે,47,47,47,"['ગુજરાતી', 'ભગવાન', 'ઉપર', 'ભરોસો', 'રાખે', 'છે', 'એટલે', 'આગળ', 'જાય', 'છે']"
2716,GP,હિમેશ કાઠીયાવાડ માં કોકદી ભુલો પડ ભાઈ,હિમેશ કાઠીયાવાડ માં કોકદી ભુલો પડ ભાઈ,હિમેશ કાઠીયાવાડ માં કોકદી ભુલો પડ ભાઈ,37,37,37,"['હિમેશ', 'કાઠીયાવાડ', 'માં', 'કોકદી', 'ભુલો', 'પડ', 'ભાઈ']"
2748,GP,વાવ. ગુજરાતી ગઝલ આવડે છે ્,વાવ ગુજરાતી ગઝલ આવડે છે ્,વાવ ગુજરાતી ગઝલ આવડે છે ્,26,25,25,"['વાવ', 'ગુજરાતી', 'ગઝલ', 'આવડે', 'છે', '્']"
2753,GP,હિમેશ ભાઈ તો એકદમ હિટ છે. સરસ ભાઈ સરસ,હિમેશ ભાઈ તો એકદમ હિટ છે સરસ ભાઈ સરસ,હિમેશ ભાઈ તો એકદમ હિટ છે સરસ ભાઈ સરસ,37,36,36,"['હિમેશ', 'ભાઈ', 'તો', 'એકદમ', 'હિટ', 'છે', 'સરસ', 'ભાઈ', 'સરસ']"
2758,GP,બહુ ઘણા ગુજરાતી પરિવાર માંથી આવે છે..,બહુ ઘણા ગુજરાતી પરિવાર માંથી આવે છે,બહુ ઘણા ગુજરાતી પરિવાર માંથી આવે છે,37,35,35,"['બહુ', 'ઘણા', 'ગુજરાતી', 'પરિવાર', 'માંથી', 'આવે', 'છે']"
2760,GP,વાહ અમારા ગુજરાત નું ગૌરવ 😘🙏🎬🎤🎼,વાહ અમારા ગુજરાત નું ગૌરવ 😘🙏🎬🎤🎼,વાહ અમારા ગુજરાત નું ગૌરવ 🎬🎤🎼,31,31,29,"['વાહ', 'અમારા', 'ગુજરાત', 'નું', 'ગૌરવ', '🎬🎤🎼']"
2761,GP,Sera nu sak na thay himesh bhai ne vat n thay,Sera nu sak na thay himesh bhai ne vat n thay,          ,45,45,10,"['', '']"
2765,GP,હિમેશ રેશમિયા ગુજરાતી ભાષામાં વાત કરે છે બોવ સરસ કેવાય,હિમેશ રેશમિયા ગુજરાતી ભાષામાં વાત કરે છે બોવ સરસ કેવાય,હિમેશ રેશમિયા ગુજરાતી ભાષામાં વાત કરે છે બોવ સરસ કેવાય,54,54,54,"['હિમેશ', 'રેશમિયા', 'ગુજરાતી', 'ભાષામાં', 'વાત', 'કરે', 'છે', 'બોવ', 'સરસ', 'કેવાય']"
2768,GP,સાલુ ગુજરાતિ યો નિતો વાતજ ન થાય.હો..,સાલુ ગુજરાતિ યો નિતો વાતજ ન થાયહો,સાલુ ગુજરાતિ યો નિતો વાતજ ન થાયહો,36,33,33,"['સાલુ', 'ગુજરાતિ', 'યો', 'નિતો', 'વાતજ', 'ન', 'થાયહો']"
2769,GP,સાલુ.મને પણ આજેજ ખબર પડી કે હિમેશ.રેશમિયા.(H.R)   ગુજરાતિ છે.,સાલુમને પણ આજેજ ખબર પડી કે હિમેશરેશમિયાHR   ગુજરાતિ છે,સાલુમને પણ આજેજ ખબર પડી કે હિમેશરેશમિયા   ગુજરાતિ છે,61,54,52,"['સાલુમને', 'પણ', 'આજેજ', 'ખબર', 'પડી', 'કે', 'હિમેશરેશમિયા', 'ગુજરાતિ', 'છે']"
