,LABEL,COMMENT,comclean,cleaned,sen_len1,sen_len2,sen_len3,tokens
2893,EP,no bbc gujrati pls. do not hijack ur guju lengu ej,no bbc gujrati pls do not hijack ur guju lengu ej,no bbc gujrati pls do not hijack ur guju lengu ej,50,49,49,"['no', 'bbc', 'gujrati', 'pls', 'do', 'not', 'hijack', 'ur', 'guju', 'lengu', 'ej']"
2895,EP,"After  14:00 
 
 Thats why i still respect him","After  1400 
 
 Thats why i still respect him","After  1400 
 
 Thats why i still respect him",46,45,45,"['after', '1400', 'thats', 'why', 'i', 'still', 'respect', 'him']"
2896,EP," No matter how much people troll, ", No matter how much people troll , No matter how much people troll ,34,33,33,"['', 'no', 'matter', 'how', 'much', 'people', 'troll', '']"
2910,EP,Sir is Very positive personality 👍🏻,Sir is Very positive personality 👍🏻,Sir is Very positive personality ,35,33,33,"['sir', 'is', 'very', 'positive', 'personality', '']"
2918,EP,He speak very well gujrati,He speak very well gujrati,He speak very well gujrati,26,26,26,"['he', 'speak', 'very', 'well', 'gujrati']"
2920,EP,Wow,Wow,Wow,3,3,3,['wow']
2921,EP,Love you himesh sir.  So proud of youu. ❤❤,Love you himesh sir  So proud of youu ❤❤,Love you himesh sir  So proud of youu ,42,38,38,"['love', 'you', 'himesh', 'sir', 'so', 'proud', 'of', 'youu', '']"
2926,EP,Family Values?,Family Values,Family Values,14,13,13,"['family', 'values']"
2927,EP,"Not a nice guy.  left his first wife, and son, had extra marital affair.  No respect from my side",Not a nice guy  left his first wife and son had extra marital affair  No respect from my side,Not a nice guy  left his first wife and son had extra marital affair  No respect from my side,97,93,93,"['not', 'a', 'nice', 'guy', 'left', 'his', 'first', 'wife', 'and', 'son', 'had', 'extra', 'marital', 'affair', 'no', 'respect', 'from', 'my', 'side']"
2939,EP,My favourite hero himesh reshammiya and Jordaar Gujarati,My favourite hero himesh reshammiya and Jordaar Gujarati,My favourite hero himesh reshammiya and Jordaar Gujarati,56,56,56,"['my', 'favourite', 'hero', 'himesh', 'reshammiya', 'and', 'jordaar', 'gujarati']"
2941,EP,I am singer,I am singer,I am singer,11,11,11,"['i', 'am', 'singer']"
2942,EP,Thanks for for b b c g... Himesh my friends,Thanks for for b b c g Himesh my friends,Thanks for for b b c g Himesh my friends,43,40,40,"['thanks', 'for', 'for', 'b', 'b', 'c', 'g', 'himesh', 'my', 'friends']"
2947,EP,First time i see such a nice person in film industry....genuine and down to earth person....He is good Gujarati.,First time i see such a nice person in film industrygenuine and down to earth personHe is good Gujarati,First time i see such a nice person in film industrygenuine and down to earth personHe is good Gujarati,112,103,103,"['first', 'time', 'i', 'see', 'such', 'a', 'nice', 'person', 'in', 'film', 'industrygenuine', 'and', 'down', 'to', 'earth', 'personhe', 'is', 'good', 'gujarati']"
2959,EP,So honest..,So honest,So honest,11,9,9,"['so', 'honest']"
2960,EP,U are so well in gujrati sir superrb,U are so well in gujrati sir superrb,U are so well in gujrati sir superrb,36,36,36,"['u', 'are', 'so', 'well', 'in', 'gujrati', 'sir', 'superrb']"
2963,EP,  Damn proud to be Gujarati...,  Damn proud to be Gujarati,  Damn proud to be Gujarati,30,27,27,"['', 'damn', 'proud', 'to', 'be', 'gujarati']"
2981,EP,proud of All,proud of All,proud of All,12,12,12,"['proud', 'of', 'all']"
2985,EP,Every gujarati said they are proud to be help each gujarati as well Help gujarat and gujarti people Gujarati need to be unity very nice interview,Every gujarati said they are proud to be help each gujarati as well Help gujarat and gujarti people Gujarati need to be unity very nice interview,Every gujarati said they are proud to be help each gujarati as well Help gujarat and gujarti people Gujarati need to be unity very nice interview,145,145,145,"['every', 'gujarati', 'said', 'they', 'are', 'proud', 'to', 'be', 'help', 'each', 'gujarati', 'as', 'well', 'help', 'gujarat', 'and', 'gujarti', 'people', 'gujarati', 'need', 'to', 'be', 'unity', 'very', 'nice', 'interview']"
2992,EP,have this kind of people in gujarat ...,have this kind of people in gujarat ,have this kind of people in gujarat ,39,36,36,"['have', 'this', 'kind', 'of', 'people', 'in', 'gujarat', '']"
2993,EP,Very very bad .... ,Very very bad  ,Very very bad  ,19,15,15,"['very', 'very', 'bad', '']"
2994,EP,this is not only in ahemdabad ...other major  city's also …,this is not only in ahemdabad other major  citys also …,this is not only in ahemdabad other major  citys also ,59,54,54,"['this', 'is', 'not', 'only', 'in', 'ahemdabad', 'other', 'major', 'citys', 'also', '']"
2996,EP, are there some castes only which do these type of business?, are there some castes only which do these type of business, are there some castes only which do these type of business,60,59,59,"['', 'are', 'there', 'some', 'castes', 'only', 'which', 'do', 'these', 'type', 'of', 'business']"
2998,EP, Police officials can't reach to every door in the city and grab this drug traffickers as it is impossible. , Police officials cant reach to every door in the city and grab this drug traffickers as it is impossible , Police officials cant reach to every door in the city and grab this drug traffickers as it is impossible ,108,106,106,"['', 'police', 'officials', 'cant', 'reach', 'to', 'every', 'door', 'in', 'the', 'city', 'and', 'grab', 'this', 'drug', 'traffickers', 'as', 'it', 'is', 'impossible', '']"
2999,EP,If gujarat government lift the ban off for liquor then police officials can target freely to this drug mafia's.  ,If gujarat government lift the ban off for liquor then police officials can target freely to this drug mafias  ,If gujarat government lift the ban off for liquor then police officials can target freely to this drug mafias  ,113,111,111,"['if', 'gujarat', 'government', 'lift', 'the', 'ban', 'off', 'for', 'liquor', 'then', 'police', 'officials', 'can', 'target', 'freely', 'to', 'this', 'drug', 'mafias', '']"
3000,EP,"After Government decision of making stricken laws for liquor consuming, many youngsters has diverted to drugs. ",After Government decision of making stricken laws for liquor consuming many youngsters has diverted to drugs ,After Government decision of making stricken laws for liquor consuming many youngsters has diverted to drugs ,111,109,109,"['after', 'government', 'decision', 'of', 'making', 'stricken', 'laws', 'for', 'liquor', 'consuming', 'many', 'youngsters', 'has', 'diverted', 'to', 'drugs', '']"
3001,EP,Mostly impossible.,Mostly impossible,Mostly impossible,18,17,17,"['mostly', 'impossible']"
3002,EP, Gujarat government is itself killng youngsters and making Gujarat as next Udta Gujarat. , Gujarat government is itself killng youngsters and making Gujarat as next Udta Gujarat , Gujarat government is itself killng youngsters and making Gujarat as next Udta Gujarat ,89,88,88,"['', 'gujarat', 'government', 'is', 'itself', 'killng', 'youngsters', 'and', 'making', 'gujarat', 'as', 'next', 'udta', 'gujarat', '']"
3003,EP,"Now i question to government, is liquor raids are more imp then drugs raids ? Or what ? ",Now i question to government is liquor raids are more imp then drugs raids  Or what  ,Now i question to government is liquor raids are more imp then drugs raids  Or what  ,88,85,85,"['now', 'i', 'question', 'to', 'government', 'is', 'liquor', 'raids', 'are', 'more', 'imp', 'then', 'drugs', 'raids', 'or', 'what', '']"
3004,EP,One cannot concentrate on everywhere. Whom will you solve or target the solution ?  ,One cannot concentrate on everywhere Whom will you solve or target the solution   ,One cannot concentrate on everywhere Whom will you solve or target the solution   ,84,82,82,"['one', 'cannot', 'concentrate', 'on', 'everywhere', 'whom', 'will', 'you', 'solve', 'or', 'target', 'the', 'solution', '']"
3005,EP,"Malaria or dengue, because dengue is killing and giving instant death toll.",Malaria or dengue because dengue is killing and giving instant death toll,Malaria or dengue because dengue is killing and giving instant death toll,75,73,73,"['malaria', 'or', 'dengue', 'because', 'dengue', 'is', 'killing', 'and', 'giving', 'instant', 'death', 'toll']"
3007,EP,And how you catch a person who is intaking drugs. ,And how you catch a person who is intaking drugs ,And how you catch a person who is intaking drugs ,50,49,49,"['and', 'how', 'you', 'catch', 'a', 'person', 'who', 'is', 'intaking', 'drugs', '']"
3008,EP,does not look like normal gujarati …,does not look like normal gujarati …,does not look like normal gujarati ,36,35,35,"['does', 'not', 'look', 'like', 'normal', 'gujarati', '']"
3011,EP,Have you people showed this to police?,Have you people showed this to police,Have you people showed this to police,38,37,37,"['have', 'you', 'people', 'showed', 'this', 'to', 'police']"
3013,EP,Its reality. Good job boss,Its reality Good job boss,Its reality Good job boss,26,25,25,"['its', 'reality', 'good', 'job', 'boss']"
3014,EP,Keep it up,Keep it up,Keep it up,10,10,10,"['keep', 'it', 'up']"
3016,EP,"Make liquor free, make Gujarat liquor free prohibition and let the police to search on this drug mafia's.",Make liquor free make Gujarat liquor free prohibition and let the police to search on this drug mafias,Make liquor free make Gujarat liquor free prohibition and let the police to search on this drug mafias,105,102,102,"['make', 'liquor', 'free', 'make', 'gujarat', 'liquor', 'free', 'prohibition', 'and', 'let', 'the', 'police', 'to', 'search', 'on', 'this', 'drug', 'mafias']"
3019,EP,Good work.....VTV news ...,Good workVTV news ,Good workVTV news ,26,18,18,"['good', 'workvtv', 'news', '']"
3025,EP,Gud job vtv,Gud job vtv,Gud job vtv,11,11,11,"['gud', 'job', 'vtv']"
3048,EP,Very good work vtv news...,Very good work vtv news,Very good work vtv news,26,23,23,"['very', 'good', 'work', 'vtv', 'news']"
3059,EP,superb work VTV,superb work VTV,superb work VTV,15,15,15,"['superb', 'work', 'vtv']"
3060,EP,Alaaa Gujarat se ke Bihar,Alaaa Gujarat se ke Bihar,Alaaa Gujarat se ke Bihar,25,25,25,"['alaaa', 'gujarat', 'se', 'ke', 'bihar']"
3086,EP,Very good job vtv news,Very good job vtv news,Very good job vtv news,22,22,22,"['very', 'good', 'job', 'vtv', 'news']"
3087,EP,nice work vtv news,nice work vtv news,nice work vtv news,18,18,18,"['nice', 'work', 'vtv', 'news']"
3088,EP,Conspiracy,Conspiracy,Conspiracy,10,10,10,['conspiracy']
3098,EP,Nice operation ðŸ‘ŒðŸ‘Œ,Nice operation ðŸ‘ŒðŸ‘Œ,Nice operation ,23,15,15,"['nice', 'operation', '']"
3099,EP,Superb job vtv,Superb job vtv,Superb job vtv,14,14,14,"['superb', 'job', 'vtv']"
3103,EP,Nice work vtv gujarati news... Good job. Go ahead. God bless u... Nice job.,Nice work vtv gujarati news Good job Go ahead God bless u Nice job,Nice work vtv gujarati news Good job Go ahead God bless u Nice job,75,66,66,"['nice', 'work', 'vtv', 'gujarati', 'news', 'good', 'job', 'go', 'ahead', 'god', 'bless', 'u', 'nice', 'job']"
3112,EP,Hats off to vtv news for your initiative...,Hats off to vtv news for your initiative,Hats off to vtv news for your initiative,43,40,40,"['hats', 'off', 'to', 'vtv', 'news', 'for', 'your', 'initiative']"
3114,EP,Please msg with me,Please msg with me,Please msg with me,18,18,18,"['please', 'msg', 'with', 'me']"
3116,EP,Great job working â¤ï¸ðŸ‘,Great job working â¤ï¸ðŸ‘,Great job working ,28,18,18,"['great', 'job', 'working', '']"
3117,EP,Salute VTV,Salute VTV,Salute VTV,10,10,10,"['salute', 'vtv']"
3124,EP,bjp ruined,bjp ruined,bjp ruined,10,10,10,"['bjp', 'ruined']"
3140,EP,Very brave work done by VTV team. Keep it up. Just want to see what our police department has to do on this type of activity. Please give updates on this,Very brave work done by VTV team Keep it up Just want to see what our police department has to do on this type of activity Please give updates on this,Very brave work done by VTV team Keep it up Just want to see what our police department has to do on this type of activity Please give updates on this,153,150,150,"['very', 'brave', 'work', 'done', 'by', 'vtv', 'team', 'keep', 'it', 'up', 'just', 'want', 'to', 'see', 'what', 'our', 'police', 'department', 'has', 'to', 'do', 'on', 'this', 'type', 'of', 'activity', 'please', 'give', 'updates', 'on', 'this']"
3141,EP,Nice visit and Vidio I'm productive,Nice visit and Vidio Im productive,Nice visit and Vidio Im productive,35,34,34,"['nice', 'visit', 'and', 'vidio', 'im', 'productive']"
3143,EP,Great and Brave Reporting.....,Great and Brave Reporting,Great and Brave Reporting,30,25,25,"['great', 'and', 'brave', 'reporting']"
3167,EP,And clap for those police department... Third class and khwa vala...,And clap for those police department Third class and khwa vala,And clap for those police department Third class and khwa vala,68,62,62,"['and', 'clap', 'for', 'those', 'police', 'department', 'third', 'class', 'and', 'khwa', 'vala']"
3202,EP,Best TV  channel,Best TV  channel,Best TV  channel,16,16,16,"['best', 'tv', 'channel']"
3204,EP,Good work vtv..,Good work vtv,Good work vtv,15,13,13,"['good', 'work', 'vtv']"
3207,EP,weldone vtv news,weldone vtv news,weldone vtv news,16,16,16,"['weldone', 'vtv', 'news']"
3214,EP,Great gujarat,Great gujarat,Great gujarat,13,13,13,"['great', 'gujarat']"
3215,EP,This is metro city??,This is metro city,This is metro city,20,18,18,"['this', 'is', 'metro', 'city']"
3219,EP,Vtv  team,Vtv  team,Vtv  team,9,9,9,"['vtv', 'team']"
3220,EP,Good  job,Good  job,Good  job,9,9,9,"['good', 'job']"
3225,EP,.keep it up janta is always with u,keep it up janta is always with u,keep it up janta is always with u,34,33,33,"['keep', 'it', 'up', 'janta', 'is', 'always', 'with', 'u']"
3229,EP,I am modi bhakt.....pn vijay rupani totally failed…,I am modi bhaktpn vijay rupani totally failed…,I am modi bhaktpn vijay rupani totally failed,51,45,45,"['i', 'am', 'modi', 'bhaktpn', 'vijay', 'rupani', 'totally', 'failed']"
3231,EP,this is a gandhi's ahemdabad where all is happening without any hesitation because currept police otherwise these people does not courage to sale this drug openly in public but our system will remain same so be happy and do your work,this is a gandhis ahemdabad where all is happening without any hesitation because currept police otherwise these people does not courage to sale this drug openly in public but our system will remain same so be happy and do your work,this is a gandhis ahemdabad where all is happening without any hesitation because currept police otherwise these people does not courage to sale this drug openly in public but our system will remain same so be happy and do your work,233,232,232,"['this', 'is', 'a', 'gandhis', 'ahemdabad', 'where', 'all', 'is', 'happening', 'without', 'any', 'hesitation', 'because', 'currept', 'police', 'otherwise', 'these', 'people', 'does', 'not', 'courage', 'to', 'sale', 'this', 'drug', 'openly', 'in', 'public', 'but', 'our', 'system', 'will', 'remain', 'same', 'so', 'be', 'happy', 'and', 'do', 'your', 'work']"
3232,EP,"why this news channel is exposing this drug business ,I must say that everyone knows that this business is running everywhere but nobody want to take action against them because Police are getting extra money for run their extra expenses that is why I urge to this news channel do not wast your  time ,",why this news channel is exposing this drug business I must say that everyone knows that this business is running everywhere but nobody want to take action against them because Police are getting extra money for run their extra expenses that is why I urge to this news channel do not wast your  time ,why this news channel is exposing this drug business I must say that everyone knows that this business is running everywhere but nobody want to take action against them because Police are getting extra money for run their extra expenses that is why I urge to this news channel do not wast your  time ,302,300,300,"['why', 'this', 'news', 'channel', 'is', 'exposing', 'this', 'drug', 'business', 'i', 'must', 'say', 'that', 'everyone', 'knows', 'that', 'this', 'business', 'is', 'running', 'everywhere', 'but', 'nobody', 'want', 'to', 'take', 'action', 'against', 'them', 'because', 'police', 'are', 'getting', 'extra', 'money', 'for', 'run', 'their', 'extra', 'expenses', 'that', 'is', 'why', 'i', 'urge', 'to', 'this', 'news', 'channel', 'do', 'not', 'wast', 'your', 'time', '']"
3240,EP,Shame on such a spinless government,Shame on such a spinless government,Shame on such a spinless government,35,35,35,"['shame', 'on', 'such', 'a', 'spinless', 'government']"
3243,EP,Vijay Rupani government totally fail all dipartment.,Vijay Rupani government totally fail all dipartment,Vijay Rupani government totally fail all dipartment,52,51,51,"['vijay', 'rupani', 'government', 'totally', 'fail', 'all', 'dipartment']"
3252,EP,Good vtv news,Good vtv news,Good vtv news,13,13,13,"['good', 'vtv', 'news']"
3268,EP,Nice,Nice,Nice,4,4,4,['nice']
3272,EP,Can u raise the question to AMC for BRTS road maintenance ??,Can u raise the question to AMC for BRTS road maintenance ,Can u raise the question to AMC for BRTS road maintenance ,60,58,58,"['can', 'u', 'raise', 'the', 'question', 'to', 'amc', 'for', 'brts', 'road', 'maintenance', '']"
3273,EP,As your voice and my voice makes lots of difference ,As your voice and my voice makes lots of difference ,As your voice and my voice makes lots of difference ,52,52,52,"['as', 'your', 'voice', 'and', 'my', 'voice', 'makes', 'lots', 'of', 'difference', '']"
3274,EP,It's being 3 yrs that from Chandranagar BRTS to Kakriya BRTS road is under maintenance but no one is taking care about that ,Its being 3 yrs that from Chandranagar BRTS to Kakriya BRTS road is under maintenance but no one is taking care about that ,Its being 3 yrs that from Chandranagar BRTS to Kakriya BRTS road is under maintenance but no one is taking care about that ,124,123,123,"['its', 'being', '3', 'yrs', 'that', 'from', 'chandranagar', 'brts', 'to', 'kakriya', 'brts', 'road', 'is', 'under', 'maintenance', 'but', 'no', 'one', 'is', 'taking', 'care', 'about', 'that', '']"
3275,EP,If u feel good to raise the question pls do that ,If u feel good to raise the question pls do that ,If u feel good to raise the question pls do that ,49,49,49,"['if', 'u', 'feel', 'good', 'to', 'raise', 'the', 'question', 'pls', 'do', 'that', '']"
3276,EP,Thanks,Thanks,Thanks,6,6,6,['thanks']
3277,EP,Hi,Hi,Hi,2,2,2,['hi']
3279,EP,Nice,Nice,Nice,4,4,4,['nice']
3280,EP,Rain news for today,Rain news for today,Rain news for today,19,19,19,"['rain', 'news', 'for', 'today']"
3283,EP,give public intrest news...foc us on resent usefull news. pleadse.,give public intrest newsfoc us on resent usefull news pleadse,give public intrest newsfoc us on resent usefull news pleadse,66,61,61,"['give', 'public', 'intrest', 'newsfoc', 'us', 'on', 'resent', 'usefull', 'news', 'pleadse']"
3295,EP,Jacqueline Jacqueline job in Delhi. ,Jacqueline Jacqueline job in Delhi ,Jacqueline Jacqueline job in Delhi ,36,35,35,"['jacqueline', 'jacqueline', 'job', 'in', 'delhi', '']"
3296,EP,Only modi,Only modi,Only modi,9,9,9,"['only', 'modi']"
3302,EP,Congress and pass Only playing political game for election 2019,Congress and pass Only playing political game for election 2019,Congress and pass Only playing political game for election 2019,63,63,63,"['congress', 'and', 'pass', 'only', 'playing', 'political', 'game', 'for', 'election', '2019']"
3303,EP,Hi,Hi,Hi,2,2,2,['hi']
3311,EP,hii,hii,hii,3,3,3,['hii']
3317,EP,Basically,Basically,Basically,9,9,9,['basically']
3320,EP,Old news,Old news,Old news,8,8,8,"['old', 'news']"
3335,EP,I like etv news,I like etv news,I like etv news,15,15,15,"['i', 'like', 'etv', 'news']"
3345,EP,News reports ra number send,News reports ra number send,News reports ra number send,27,27,27,"['news', 'reports', 'ra', 'number', 'send']"
3346,EP,give public intrest news...foc us on resent usefull news. pleadse.,give public intrest newsfoc us on resent usefull news pleadse,give public intrest newsfoc us on resent usefull news pleadse,66,61,61,"['give', 'public', 'intrest', 'newsfoc', 'us', 'on', 'resent', 'usefull', 'news', 'pleadse']"
3354,EP,Can u raise the question to AMC for BRTS road maintenance ?? ,Can u raise the question to AMC for BRTS road maintenance  ,Can u raise the question to AMC for BRTS road maintenance  ,61,59,59,"['can', 'u', 'raise', 'the', 'question', 'to', 'amc', 'for', 'brts', 'road', 'maintenance', '']"
3355,EP, As your voice and my voice makes lots of difference  , As your voice and my voice makes lots of difference  , As your voice and my voice makes lots of difference  ,54,54,54,"['', 'as', 'your', 'voice', 'and', 'my', 'voice', 'makes', 'lots', 'of', 'difference', '']"
3356,EP, It's being 3 yrs that from Chandranagar BRTS to Kakriya BRTS road is under maintenance but no one is taking care about that  , Its being 3 yrs that from Chandranagar BRTS to Kakriya BRTS road is under maintenance but no one is taking care about that  , Its being 3 yrs that from Chandranagar BRTS to Kakriya BRTS road is under maintenance but no one is taking care about that  ,126,125,125,"['', 'its', 'being', '3', 'yrs', 'that', 'from', 'chandranagar', 'brts', 'to', 'kakriya', 'brts', 'road', 'is', 'under', 'maintenance', 'but', 'no', 'one', 'is', 'taking', 'care', 'about', 'that', '']"
3357,EP, If u feel good to raise the question pls do that  , If u feel good to raise the question pls do that  , If u feel good to raise the question pls do that  ,51,51,51,"['', 'if', 'u', 'feel', 'good', 'to', 'raise', 'the', 'question', 'pls', 'do', 'that', '']"
3358,EP, Thanks, Thanks, Thanks,7,7,7,"['', 'thanks']"
3362,EP,Nice,Nice,Nice,4,4,4,['nice']
3369,EP,Ahmedabad  jetalpur rain is running..,Ahmedabad  jetalpur rain is running,Ahmedabad  jetalpur rain is running,37,35,35,"['ahmedabad', 'jetalpur', 'rain', 'is', 'running']"
3370,EP,Likewise how do I,Likewise how do I,Likewise how do I,17,17,17,"['likewise', 'how', 'do', 'i']"
3372,EP,Justice for kajal,Justice for kajal,Justice for kajal,17,17,17,"['justice', 'for', 'kajal']"
3373,EP,Hii,Hii,Hii,3,3,3,['hii']
3381,EP,I support police,I support police,I support police,16,16,16,"['i', 'support', 'police']"
3384,EP,I request to government ....shoot at sight order should be implement .......,I request to government shoot at sight order should be implement ,I request to government shoot at sight order should be implement ,76,65,65,"['i', 'request', 'to', 'government', 'shoot', 'at', 'sight', 'order', 'should', 'be', 'implement', '']"
3385,EP,Muslimo potani chhap bagade chhe....ghrina ubhi thase aaloko pratye bharatio ne,Muslimo potani chhap bagade chheghrina ubhi thase aaloko pratye bharatio ne,Muslimo potani chhap bagade chheghrina ubhi thase aaloko pratye bharatio ne,79,75,75,"['muslimo', 'potani', 'chhap', 'bagade', 'chheghrina', 'ubhi', 'thase', 'aaloko', 'pratye', 'bharatio', 'ne']"
3394,EP,It is right... ,It is right ,It is right ,15,12,12,"['it', 'is', 'right', '']"
3404,EP,Shot them,Shot them,Shot them,9,9,9,"['shot', 'them']"
3405,EP,I SUPPORT INDIAN POLICE,I SUPPORT INDIAN POLICE,I SUPPORT INDIAN POLICE,23,23,23,"['i', 'support', 'indian', 'police']"
3444,EP,Godara ritan,Godara ritan,Godara ritan,12,12,12,"['godara', 'ritan']"
3449,EP,Well done boyzzz😘😘😘😘,Well done boyzzz😘😘😘😘,Well done boyzzz,20,16,16,"['well', 'done', 'boyzzz']"
3467,EP,Kill those bastards... mother fuckersss.. i support police,Kill those bastards mother fuckersss i support police,Kill those bastards mother fuckersss i support police,58,53,53,"['kill', 'those', 'bastards', 'mother', 'fuckersss', 'i', 'support', 'police']"
3475,EP,What a unity 👏🔥,What a unity 👏🔥,What a unity ,15,13,13,"['what', 'a', 'unity', '']"
3476,EP,Hii Some in one,Hii Some in one,Hii Some in one,15,15,15,"['hii', 'some', 'in', 'one']"
3477,EP,Kinjal dave   I  love you to nice song  😘😘😘😘😘😍😍😍😊😊😊😊,Kinjal dave   I  love you to nice song  😘😘😘😘😘😍😍😍😊😊😊😊,Kinjal dave   I  love you to nice song  ,52,40,40,"['kinjal', 'dave', 'i', 'love', 'you', 'to', 'nice', 'song', '']"
3478,EP,M from West Bengal but I love your song mam😘😘😘😘,M from West Bengal but I love your song mam😘😘😘😘,M from West Bengal but I love your song mam,47,43,43,"['m', 'from', 'west', 'bengal', 'but', 'i', 'love', 'your', 'song', 'mam']"
3481,EP,"Very nice song written by Manubhai Gadhvi ,Sung beautifully by Kinjal Dave ,music and picturised also up to date",Very nice song written by Manubhai Gadhvi Sung beautifully by Kinjal Dave music and picturised also up to date,Very nice song written by Manubhai Gadhvi Sung beautifully by Kinjal Dave music and picturised also up to date,112,110,110,"['very', 'nice', 'song', 'written', 'by', 'manubhai', 'gadhvi', 'sung', 'beautifully', 'by', 'kinjal', 'dave', 'music', 'and', 'picturised', 'also', 'up', 'to', 'date']"
3482,EP,My favourite song,My favourite song,My favourite song,17,17,17,"['my', 'favourite', 'song']"
3484,EP,Hi,Hi,Hi,2,2,2,['hi']
3488,EP,Nice,Nice,Nice,4,4,4,['nice']
3489,EP,Kinjal Dav I love you ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Kinjal Dav I love you ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Kinjal Dav I love you ,38,22,22,"['kinjal', 'dav', 'i', 'love', 'you', '']"
3490,EP,Super hit song,Super hit song,Super hit song,14,14,14,"['super', 'hit', 'song']"
3491,EP,💘good moniny💘💘💘,💘good moniny💘💘💘,good moniny,15,11,11,"['good', 'moniny']"
3492,EP,Awesome,Awesome,Awesome,7,7,7,['awesome']
3493,EP,Fabulous,Fabulous,Fabulous,8,8,8,['fabulous']
3494,EP,Mesmerising,Mesmerising,Mesmerising,11,11,11,['mesmerising']
3495,EP,Outstanding,Outstanding,Outstanding,11,11,11,['outstanding']
3496,EP,Superhit,Superhit,Superhit,8,8,8,['superhit']
3497,EP,i love song im form  bangalore,i love song im form  bangalore,i love song im form  bangalore,30,30,30,"['i', 'love', 'song', 'im', 'form', 'bangalore']"
3499,EP,I am from yavtamal but like gujarti song,I am from yavtamal but like gujarti song,I am from yavtamal but like gujarti song,40,40,40,"['i', 'am', 'from', 'yavtamal', 'but', 'like', 'gujarti', 'song']"
3502,EP,Very nice kinjal👌👌,Very nice kinjal👌👌,Very nice kinjal,18,16,16,"['very', 'nice', 'kinjal']"
3503,EP,Nice video,Nice video,Nice video,10,10,10,"['nice', 'video']"
3504,EP,Nice,Nice,Nice,4,4,4,['nice']
3505,EP,Amazing dance and song,Amazing dance and song,Amazing dance and song,22,22,22,"['amazing', 'dance', 'and', 'song']"
3507,EP,nies.Song,niesSong,niesSong,9,8,8,['niessong']
3508,EP,Jordar.......,Jordar,Jordar,13,6,6,['jordar']
3509,EP,Nice  song kingal dev  my  fevorite,Nice  song kingal dev  my  fevorite,Nice  song kingal dev  my  fevorite,35,35,35,"['nice', 'song', 'kingal', 'dev', 'my', 'fevorite']"
3510,EP,i am also gujrati kinjal di i li,i am also gujrati kinjal di i li,i am also gujrati kinjal di i li,32,32,32,"['i', 'am', 'also', 'gujrati', 'kinjal', 'di', 'i', 'li']"
3511,EP,Nice all video 😳👏👏🙏👍👍💥💎💎💎💎🌹🌹🎇🎇🎤🎤🎤🎤📝🚹🏁🇨🇮🇨🇮,Nice all video 😳👏👏🙏👍👍💥💎💎💎💎🌹🌹🎇🎇🎤🎤🎤🎤📝🚹🏁🇨🇮🇨🇮,Nice all video ,41,15,15,"['nice', 'all', 'video', '']"
3512,EP,My best singer...keep it...😍😍😍,My best singerkeep it😍😍😍,My best singerkeep it,30,21,21,"['my', 'best', 'singerkeep', 'it']"
3514,EP,Hii,Hii,Hii,3,3,3,['hii']
3516,EP,Super singer👍👍👍👍👌👌👌,Super singer👍👍👍👍👌👌👌,Super singer,19,12,12,"['super', 'singer']"
3518,EP,I lika this video,I lika this video,I lika this video,17,17,17,"['i', 'lika', 'this', 'video']"
3519,EP,Nice,Nice,Nice,4,4,4,['nice']
3520,EP,Oasam,Oasam,Oasam,5,5,5,['oasam']
3521,EP,Sopar,Sopar,Sopar,5,5,5,['sopar']
3522,EP,Good  good   good,Good  good   good,Good  good   good,17,17,17,"['good', 'good', 'good']"
3524,EP,I like thise style ❤❤❤❤❤,I like thise style ❤❤❤❤❤,I like thise style ,24,19,19,"['i', 'like', 'thise', 'style', '']"
3525,EP,Nice style,Nice style,Nice style,10,10,10,"['nice', 'style']"
3528,EP,my fv song mojma,my fv song mojma,my fv song mojma,16,16,16,"['my', 'fv', 'song', 'mojma']"
3530,EP,Me Rajasthan,Me Rajasthan,Me Rajasthan,12,12,12,"['me', 'rajasthan']"
3531,EP,So good,So good,So good,7,7,7,"['so', 'good']"
3533,EP,Nice,Nice,Nice,4,4,4,['nice']
3534,EP,Hy,Hy,Hy,2,2,2,['hy']
3535,EP,Simply👍👍👍,Simply👍👍👍,Simply,9,6,6,['simply']
3537,EP,Very nice,Very nice,Very nice,9,9,9,"['very', 'nice']"
3538,EP,Nice yaar I like this song,Nice yaar I like this song,Nice yaar I like this song,26,26,26,"['nice', 'yaar', 'i', 'like', 'this', 'song']"
3540,EP,nice song,nice song,nice song,9,9,9,"['nice', 'song']"
3542,EP,Well danced,Well danced,Well danced,11,11,11,"['well', 'danced']"
3543,EP,"I'm  big.fen.is.from 
 Rajasthan.but.gujarati.song.super.kinjal.dave.nice.song.jai.marvad","Im  bigfenisfrom 
 Rajasthanbutgujaratisongsuperkinjaldavenicesongjaimarvad","Im  bigfenisfrom 
 Rajasthanbutgujaratisongsuperkinjaldavenicesongjaimarvad",89,75,75,"['im', 'bigfenisfrom', 'rajasthanbutgujaratisongsuperkinjaldavenicesongjaimarvad']"
3544,EP,Favorite song,Favorite song,Favorite song,13,13,13,"['favorite', 'song']"
3545,EP,Su vat chhe,Su vat chhe,Su vat chhe,11,11,11,"['su', 'vat', 'chhe']"
